date,power,industry,ground_transport,residential,domestic_aviation,international_aviation,all_sectors
4/16/2019,35.052,30.0897,18.7298,8.45469,1.01634,1.66103,95.00356
4/17/2019,34.4255,29.5131,18.3729,7.85415,1.02538,1.68063,92.87166
4/18/2019,34.3375,29.5841,18.8777,7.62932,1.02878,1.7252,93.1826
4/19/2019,33.0173,28.4473,17.8102,7.98088,0.981724,1.72765,89.965054
4/20/2019,31.5724,27.3609,16.8631,8.17907,0.886363,1.76766,86.629493
4/21/2019,31.5863,27.6767,15.2199,8.04661,0.880932,1.79197,85.202412
4/22/2019,32.7642,28.3669,17.4824,7.60357,0.997779,1.70681,88.921659
4/23/2019,34.4646,29.6745,18.7684,7.40359,1.0163,1.67604,93.00343
4/24/2019,35.0599,29.9709,18.7425,7.56622,1.01025,1.67231,94.02208
4/25/2019,34.9843,30.0289,18.9185,7.66074,1.03357,1.72294,94.34895
4/26/2019,34.4312,29.6493,18.6946,8.09614,1.01829,1.7362,93.62573
4/27/2019,33.0394,28.6131,17.3693,8.50773,0.913977,1.79688,90.240387
4/28/2019,32.183,27.9982,15.8825,8.57701,0.924076,1.81603,87.380816
4/29/2019,34.6351,29.806,18.3219,8.2629,0.99296,1.7116,93.73046
4/30/2019,34.3032,29.3652,19.0648,7.71807,1.00033,1.67476,93.12636
5/1/2019,33.0132,29.2296,18.6071,7.20625,1.01549,1.68311,90.75475
5/2/2019,32.7785,28.9178,19.4481,6.95201,1.01065,1.69731,90.80437
5/3/2019,33.2152,29.2257,19.3116,7.11775,1.03099,1.74409,91.64533
5/4/2019,32.7679,29.0708,18.0931,7.39818,0.916596,1.78084,90.027416
5/5/2019,32.0062,28.6505,16.2293,7.45742,0.917113,1.79281,87.053343
5/6/2019,34.144,30.1814,17.6641,7.32724,0.988034,1.70753,92.012304
5/7/2019,35.175,31.1893,18.6136,7.24579,1.00391,1.65406,94.88166
5/8/2019,34.3639,30.6275,18.596,6.97878,0.997084,1.65457,93.217834
5/9/2019,34.7316,30.7575,18.8252,6.68369,1.02669,1.66154,93.68622
5/10/2019,34.8646,30.7584,18.5733,6.59866,1.03152,1.74056,93.56704
5/11/2019,33.1041,29.1825,17.1871,6.60119,0.898708,1.77346,88.747058
5/12/2019,31.8078,28.214,15.5498,6.96194,0.879534,1.7639,85.176974
5/13/2019,33.9393,29.9917,17.9489,6.94908,0.978698,1.6819,91.489578
5/14/2019,35.2985,31.2765,18.6688,6.84757,1.0199,1.64703,94.7583
5/15/2019,35.0279,30.9826,18.8192,6.48145,1.02121,1.65564,93.988
5/16/2019,35.6427,31.5508,18.8671,6.14286,1.05213,1.70335,94.95894
5/17/2019,35.4493,31.1962,18.7918,5.95462,1.05567,1.73956,94.18715
5/18/2019,34.0005,30.254,17.3338,5.79939,0.91436,1.78894,90.09099
5/19/2019,32.6897,29.1093,15.579,5.77452,0.928911,1.78403,85.865461
5/20/2019,35.1162,30.8581,17.8526,5.97166,1.00589,1.71153,92.51598
5/21/2019,35.424,31.2636,18.6134,6.10795,1.0324,1.65001,94.09136
5/22/2019,35.3532,31.1374,18.6667,5.9147,1.04683,1.67386,93.79269
5/23/2019,35.7414,31.2416,18.8047,5.55049,1.04759,1.73753,94.12331
5/24/2019,35.0834,30.4467,18.8953,5.41109,1.07456,1.78465,92.6957
5/25/2019,33.2179,29.1553,17.4462,5.40918,0.934504,1.81331,87.976394
5/26/2019,32.0913,28.2751,15.942,5.29729,0.860719,1.81047,84.276879
5/27/2019,34.4011,30.1193,17.5562,5.43438,0.950537,1.72173,90.183247
5/28/2019,35.3316,30.618,18.8067,5.70942,0.996237,1.69784,93.159797
5/29/2019,35.1923,30.4619,18.905,5.79742,1.01691,1.7034,93.07693
5/30/2019,35.0675,30.1454,18.5665,5.36699,1.05108,1.75617,91.95364
5/31/2019,35.338,30.4397,18.7505,5.09881,1.06776,1.80859,92.50336
6/1/2019,33.6653,27.8149,17.1563,5.09204,0.941558,1.85956,86.529658
6/2/2019,32.8326,27.2706,15.3673,5.05497,0.930138,1.87438,83.329988
6/3/2019,34.2675,28.541,17.5248,5.24632,1.01903,1.78521,88.38386
6/4/2019,35.4276,29.1558,17.6665,5.21421,1.03712,1.75667,90.2579
6/5/2019,36.2798,29.8575,18.0097,5.04389,1.03022,1.76667,91.98778
6/6/2019,36.4547,29.9394,18.2878,5.19524,1.05588,1.81267,92.74569
6/7/2019,36.5315,30.1343,17.8709,5.17264,1.06456,1.85857,92.63247
6/8/2019,34.1001,28.4323,17.2754,5.22008,0.949272,1.90263,87.879782
6/9/2019,33.4527,28.4232,15.3894,5.13146,0.945292,1.88739,85.229442
6/10/2019,35.92,30.2052,17.4187,5.11693,1.01382,1.81411,91.48876
6/11/2019,37.3985,31.727,17.6657,5.1893,1.06392,1.78683,94.83125
6/12/2019,36.9367,31.2787,18.094,5.16698,1.07238,1.79876,94.34752
6/13/2019,36.8466,30.9247,18.2045,5.31344,1.08407,1.83713,94.21044
6/14/2019,36.461,30.6563,17.8381,5.20361,1.08867,1.87539,93.12307
6/15/2019,35.963,30.2832,17.2686,5.1673,0.974956,1.90551,91.562566
6/16/2019,34.9086,29.5914,15.3403,5.16038,0.964394,1.921,87.886074
6/17/2019,37.0567,30.816,17.384,4.98938,1.04094,1.83992,93.12694
6/18/2019,38.3591,31.7916,17.6101,4.91567,1.06066,1.82292,95.56005
6/19/2019,39.2294,32.4758,18.0217,4.91508,1.0703,1.82162,97.5339
6/20/2019,38.3944,31.7437,18.103,5.05706,1.0795,1.8657,96.24336
6/21/2019,38.0903,31.5989,17.6755,5.04684,1.08541,1.89665,95.3936
6/22/2019,36.4004,30.3586,17.2007,4.90685,0.971519,1.92564,91.763709
6/23/2019,35.3908,29.706,15.4442,4.8277,0.970694,1.92509,88.264484
6/24/2019,37.2342,30.6925,17.4716,4.83359,1.0361,1.84911,93.1171
6/25/2019,37.8153,30.9181,17.7287,4.84026,1.05591,1.83054,94.18881
6/26/2019,38.0977,30.8156,18.1397,4.9199,1.06099,1.84125,94.87514
6/27/2019,37.9121,30.9373,18.2773,4.9343,1.07866,1.88731,95.02697
6/28/2019,38.0252,30.9284,17.7952,4.84712,1.07576,1.91302,94.5847
6/29/2019,36.7294,30.1635,17.3138,4.81491,0.965673,1.94248,91.929763
6/30/2019,34.9904,28.9692,15.4952,4.83794,0.960357,1.94525,87.198347
7/1/2019,37.3446,28.8473,17.4151,4.79484,0.995458,1.86863,91.265928
7/2/2019,38.1087,29.0573,17.6893,4.86291,1.01387,1.85606,92.58814
7/3/2019,38.8686,29.8316,18.1045,4.93813,1.03574,1.87107,94.64964
7/4/2019,37.5344,28.9842,17.8045,4.91537,0.966888,1.8967,92.102058
7/5/2019,37.1337,28.5843,17.7815,4.84481,0.936876,1.91831,91.199496
7/6/2019,35.0825,26.9662,17.2921,4.86267,0.936675,1.94567,87.085815
7/7/2019,33.9406,26.4142,15.5105,4.93965,0.985222,1.96228,83.752452
7/8/2019,36.5475,28.2605,17.4674,5.02725,1.04583,1.907,90.25548
7/9/2019,37.4184,28.7741,17.6825,4.97474,1.07475,1.88463,91.80912
7/10/2019,38.3094,29.2167,18.095,4.81248,1.07232,1.89319,93.39909
7/11/2019,38.3428,29.3077,18.2375,4.75942,1.07159,1.9126,93.63161
7/12/2019,38.2757,29.4638,17.7902,4.71221,1.08317,1.92192,93.247
7/13/2019,36.878,28.2853,17.2829,4.82137,0.99469,1.96744,90.2297
7/14/2019,35.8325,27.7402,15.4828,4.91146,0.986432,1.96405,86.917442
7/15/2019,38.136,29.2247,17.4325,4.89202,1.04462,1.89017,92.62001
7/16/2019,38.7636,29.5321,17.6646,4.81892,1.07723,1.88557,93.74202
7/17/2019,39.7378,30.3508,18.1064,4.69461,1.07944,1.88189,95.85094
7/18/2019,39.9817,30.498,18.173,4.62426,1.08887,1.91094,96.27677
7/19/2019,40.4977,30.6276,17.8207,4.64357,1.09883,1.93901,96.62741
7/20/2019,38.4221,29.3325,17.3272,4.59181,0.996325,1.96779,92.637725
7/21/2019,37.6281,28.9935,15.5033,4.59264,0.989628,1.97226,89.679428
7/22/2019,39.6748,30.611,17.4553,4.61531,1.03858,1.89449,95.28948
7/23/2019,40.3258,31.2346,17.6831,4.62018,1.06717,1.8719,96.80275
7/24/2019,40.483,31.4977,18.1249,4.66127,1.09011,1.88684,97.74382
7/25/2019,40.1699,31.278,18.1612,4.63437,1.10113,1.91445,97.25905
7/26/2019,39.824,30.9726,17.8196,4.59486,1.0944,1.935,96.24046
7/27/2019,38.2007,29.7869,17.332,4.64402,0.996309,1.97355,92.933479
7/28/2019,37.2109,29.2803,15.5401,4.66793,0.993977,1.98788,89.681087
7/29/2019,39.5532,30.6602,17.4876,4.63099,1.02774,1.90457,95.2643
7/30/2019,40.3411,31.3033,17.6797,4.65977,1.05775,1.87785,96.91947
7/31/2019,40.2771,31.295,18.147,4.66343,1.0673,1.88538,97.33521
8/1/2019,39.6172,30.1846,18.3755,4.68135,1.07624,1.9283,95.86319
8/2/2019,39.1784,29.8677,17.9089,4.70817,1.06765,1.94567,94.67649
8/3/2019,37.3882,28.6335,17.4452,4.71839,0.989333,1.99077,91.165393
8/4/2019,36.302,27.9372,15.5662,4.69432,0.987462,1.97392,87.461102
8/5/2019,38.5569,29.4291,17.5164,4.66172,1.02472,1.86934,93.05818
8/6/2019,38.9307,29.4863,17.7789,4.61321,1.04813,1.8451,93.70234
8/7/2019,39.0234,29.5859,18.2054,4.60086,1.05348,1.86715,94.33619
8/8/2019,38.9879,29.5508,18.0756,4.60885,1.07804,1.88963,94.19082
8/9/2019,38.7877,29.5062,17.8683,4.67116,1.06193,1.89871,93.794
8/10/2019,36.7854,28.3158,17.3691,4.69569,0.945253,1.92873,90.039973
8/11/2019,35.8873,27.5986,15.5575,4.70456,0.959133,1.94817,86.655263
8/12/2019,38.4472,29.1299,17.5009,4.85492,1.04102,1.85246,92.8264
8/13/2019,39.2919,29.6173,17.7388,4.96632,1.05465,1.83128,94.50025
8/14/2019,39.1843,29.9415,18.1684,4.91714,1.06292,1.85752,95.13178
8/15/2019,38.1961,29.2313,18.2317,4.7358,1.06467,1.88036,93.33993
8/16/2019,38.1557,29.343,17.881,4.65051,1.08169,1.9305,93.0424
8/17/2019,36.905,28.5416,17.3858,4.60259,0.974445,1.9577,90.367135
8/18/2019,35.4748,27.4195,15.5617,4.674,0.96995,1.97843,86.07838
8/19/2019,38.188,29.042,17.5066,4.75788,1.02473,1.89335,92.41256
8/20/2019,39.0921,29.6344,17.7343,4.86389,1.04244,1.89412,94.26125
8/21/2019,39.1014,29.7159,18.1691,4.84084,1.05164,1.86665,94.74553
8/22/2019,39.08,29.8081,18.2032,4.71366,1.07752,1.8902,94.77268
8/23/2019,38.5871,29.6328,17.8735,4.65127,1.0697,1.9179,93.73227
8/24/2019,36.3605,28.4391,17.385,4.59648,0.967827,1.94194,89.690847
8/25/2019,35.5378,27.9824,15.548,4.57598,0.954932,1.9475,86.546612
8/26/2019,38.2313,29.8751,17.4906,4.59006,1.01737,1.87803,93.08246
8/27/2019,38.6401,29.8462,17.736,4.56874,1.03492,1.84406,93.67002
8/28/2019,39.5044,30.4198,18.1775,4.62963,1.04548,1.88508,95.66189
8/29/2019,39.2934,30.1865,18.1696,4.64259,1.06745,1.88766,95.2472
8/30/2019,38.7018,29.7493,17.8821,4.6972,1.08161,1.922,94.03401
8/31/2019,36.2547,28.349,17.3972,4.80847,0.961853,1.93725,89.708473
9/1/2019,35.7696,30.657,15.6709,4.96886,0.876289,1.91624,89.858889
9/2/2019,36.8688,31.3036,17.4841,5.0145,0.968579,1.86269,93.502269
9/3/2019,37.6165,31.7798,17.6022,5.01827,0.966205,1.79467,94.777645
9/4/2019,37.6098,31.6204,18.0561,4.94329,1.00587,1.81696,95.05242
9/5/2019,37.222,31.2734,18.0748,5.22468,1.05225,1.8552,94.70233
9/6/2019,37.2891,31.1452,17.755,5.34865,1.04617,1.86262,94.44674
9/7/2019,35.8494,30.2264,17.2697,5.35517,0.938287,1.88853,91.527487
9/8/2019,35.0514,29.9038,15.562,5.54706,0.939147,1.90682,88.910227
9/9/2019,37.6434,31.7805,17.3796,5.61351,1.01985,1.79681,95.23367
9/10/2019,38.554,32.2536,17.6069,5.47497,1.0382,1.75521,96.68288
9/11/2019,38.54,32.1111,18.019,5.2211,1.04309,1.79029,96.72458
9/12/2019,38.0019,31.9313,18.0708,5.01396,1.07907,1.83258,95.92961
9/13/2019,37.6942,31.6997,17.7449,5.17307,1.07205,1.85688,95.2408
9/14/2019,35.8887,30.5954,17.2588,5.29574,0.940515,1.89236,91.871515
9/15/2019,33.8916,28.834,15.5406,5.11539,0.948773,1.89712,86.227483
9/16/2019,36.2943,30.615,17.3763,5.23629,1.02818,1.80742,92.35749
9/17/2019,36.9485,31.0569,17.5959,5.53596,1.04153,1.77743,93.95622
9/18/2019,36.751,30.9313,17.9996,5.84056,1.0484,1.77206,94.34292
9/19/2019,36.5701,30.7922,18.0534,5.98972,1.06015,1.80921,94.27478
9/20/2019,35.833,29.9765,17.7053,5.94946,1.06878,1.82979,92.36283
9/21/2019,34.3732,29.0063,17.1766,5.66715,0.953581,1.88195,89.058781
9/22/2019,33.6822,28.2798,15.3511,5.55159,0.949114,1.87775,85.691554
9/23/2019,35.8852,29.8419,17.2146,5.68255,1.02499,1.79305,91.44229
9/24/2019,35.6793,29.5997,17.4687,5.68813,1.0452,1.74225,91.22328
9/25/2019,36.4221,30.5032,17.8065,5.64771,1.05146,1.77795,93.20892
9/26/2019,36.5859,30.8332,17.9335,5.48595,1.07212,1.80182,93.71249
9/27/2019,35.9328,30.1078,17.5703,5.53287,1.07312,1.81907,92.03596
9/28/2019,33.9506,28.5238,17.0468,5.55015,0.951493,1.86611,87.888953
9/29/2019,32.8243,28.03,15.1979,5.64602,0.946312,1.86874,84.513272
9/30/2019,35.2172,29.6528,17.0904,5.72051,1.02606,1.77297,90.47994
10/1/2019,35.6758,30.6334,18.0656,5.54539,1.00433,1.70555,92.63007
10/2/2019,35.3966,29.999,18.3178,5.90708,1.02406,1.73094,92.37548
10/3/2019,35.4054,30.0679,18.48,6.46755,1.05025,1.76662,93.23772
10/4/2019,34.9486,29.8542,18.1424,6.76998,1.05851,1.7765,92.55019
10/5/2019,33.5004,29.3397,17.5726,6.99857,0.942548,1.81326,90.167078
10/6/2019,32.7236,28.9475,15.6778,6.96495,0.944764,1.81371,87.072324
10/7/2019,35.1468,30.7808,17.5963,6.81375,1.0111,1.73305,93.0818
10/8/2019,34.7942,30.4737,17.9362,6.72092,1.02474,1.67505,92.62481
10/9/2019,34.6759,30.3967,18.1993,6.67277,1.0242,1.68424,92.65311
10/10/2019,35.2865,31.0399,18.3571,6.54769,1.04236,1.73688,94.01043
10/11/2019,34.919,30.4309,17.9498,6.43948,1.04819,1.77562,92.56299
10/12/2019,33.2801,29.4591,17.403,6.66373,0.919273,1.74349,89.468693
10/13/2019,32.5274,29.1015,15.4815,6.66488,0.916699,1.79973,86.491709
10/14/2019,34.8099,30.5445,18.5724,7.03072,1.01276,1.74495,93.71523
10/15/2019,35.1092,30.8786,17.8129,7.23665,1.01964,1.70528,93.76227
10/16/2019,35.066,30.6988,18.0815,7.35354,1.02612,1.70976,93.93572
10/17/2019,34.9906,30.6118,18.2446,7.30063,1.04784,1.74217,93.93764
10/18/2019,34.487,30.3043,17.8051,7.21444,1.06428,1.77777,92.65289
10/19/2019,33.7685,29.4549,17.2593,7.12182,0.949062,1.82093,90.374512
10/20/2019,32.8315,28.9442,15.305,7.09271,0.930355,1.81237,86.916135
10/21/2019,34.5152,30.3367,17.3898,7.08996,1.00976,1.72417,92.06559
10/22/2019,34.9924,30.5205,19.0179,7.40894,1.02804,1.69071,94.65849
10/23/2019,35.1824,30.9935,19.2513,7.34581,1.04249,1.69909,95.51459
10/24/2019,35.1925,31.0523,19.444,7.54032,1.05839,1.74013,96.02764
10/25/2019,34.4733,30.1259,19.2587,8.14108,1.05597,1.78129,94.83624
10/26/2019,32.1628,28.7107,18.1357,8.14714,0.93923,1.82554,89.92111
10/27/2019,31.2851,28.2325,16.7486,8.13599,0.921814,1.74726,87.071264
10/28/2019,34.1476,29.8205,18.713,8.78645,0.987204,1.64821,94.102964
10/29/2019,34.8493,30.1746,19.1104,9.03817,0.991896,1.59362,95.757986
10/30/2019,34.8537,30.4022,18.8823,9.11319,0.994716,1.59976,95.845866
10/31/2019,34.8501,30.1725,19.2713,9.31343,0.989387,1.63786,96.234577
11/1/2019,34.5053,28.9674,18.6565,10.0516,1.00426,1.67552,94.86058
11/2/2019,33.1302,27.9506,17.9735,9.80143,0.924639,1.71311,91.493479
11/3/2019,32.3162,27.7303,16.7119,9.95534,0.905154,1.72235,89.341244
11/4/2019,34.7078,29.1677,18.888,9.9741,1.01943,1.6523,95.40933
11/5/2019,36.0386,30.0416,19.2568,9.94786,1.01742,1.57043,97.87271
11/6/2019,36.7588,30.5041,19.2436,10.3693,1.03289,1.55898,99.46767
11/7/2019,36.8016,30.6358,19.4389,10.8784,1.052,1.58634,100.39304
11/8/2019,36.9569,30.7477,19.2445,11.7316,1.06991,1.6391,101.38971
11/9/2019,35.7987,29.9432,17.8929,11.6484,0.951081,1.65343,97.887711
11/10/2019,34.0676,28.7758,16.7663,11.2557,0.931752,1.68513,93.482282
11/11/2019,35.958,30.167,18.6568,11.2783,0.994817,1.62029,98.675207
11/12/2019,37.4596,31.1061,19.2258,11.9544,1.01879,1.527,102.29169
11/13/2019,38.5006,31.7573,19.3874,13.0364,1.04162,1.54257,105.26589
11/14/2019,38.5376,31.6642,19.5223,12.831,1.06296,1.59132,105.20938
11/15/2019,37.7908,31.4687,18.996,12.4137,1.07708,1.66638,103.41266
11/16/2019,36.4963,30.4173,18.1148,12.438,0.945169,1.66257,100.074139
11/17/2019,35.7267,29.8728,16.7104,12.7788,0.926222,1.68358,97.698502
11/18/2019,37.6917,31.3363,19.1222,13.108,1.01103,1.60853,103.87776
11/19/2019,38.3682,31.9844,19.4768,13.2094,1.03727,1.52744,105.60351
11/20/2019,38.6877,32.3377,19.2855,13.2523,1.05084,1.5468,106.16084
11/21/2019,39.2561,32.66,19.372,13.127,1.06584,1.59704,107.07798
11/22/2019,39.1231,32.6395,19.0728,12.6522,1.08874,1.65445,106.23079
11/23/2019,37.1023,31.101,17.9806,12.7242,0.98848,1.65801,101.55459
11/24/2019,36.371,30.6931,16.568,13.3681,0.962427,1.68562,99.648247
11/25/2019,38.4169,32.3442,19.1355,13.6867,1.00473,1.59519,106.18322
11/26/2019,38.9934,32.5498,19.5431,13.095,1.0388,1.51119,106.73129
11/27/2019,39.2076,33.1135,19.8675,13.0139,1.08135,1.5423,107.82615
11/28/2019,38.8169,32.7671,19.1127,13.5177,0.969731,1.57044,106.754571
11/29/2019,39.1432,32.8694,18.9718,13.8437,0.862647,1.60058,107.291327
11/30/2019,37.6335,31.9944,18.2282,14.0163,0.941962,1.64719,104.461552
